id,address,address_type,street,street_type,street_dir,x,y,report_date,time_start,time_end,crime_type_id,arrested,l1_code
1,,,,, ,0,0,2022-04-24 00:00:00.000000,1030,1100,1,FALSE,From Motor Vehicle
2,,,,, ,0,0,2022-04-05 00:00:00.000000,53,53,1,TRUE,
3,,,,, ,0,0,2022-07-26 00:00:00.000000,114,114,2,FALSE,Motor Vehicle
4,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-05 00:00:00.000000,1745,1755,1,FALSE,All Other
5,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-17 00:00:00.000000,1248,1248,1,TRUE,Shoplifting
6,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-17 00:00:00.000000,1659,1659,3,TRUE,Shoplifting
7,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-22 00:00:00.000000,1525,1526,1,FALSE,All Other
8,BUTTERNUT ST & N TOWNSEND ST,StreetInt,,, ,936025.3962,1114728.718,2022-02-28 00:00:00.000000,2121,2121,1,TRUE,
9,CANAL ST & TEALL AVE,StreetInt,,, ,943559.0005,1112525.214,2022-02-25 00:00:00.000000,1359,1029,1,FALSE,From Motor Vehicle
10,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-06 00:00:00.000000,726,726,3,TRUE,
11,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-05 00:00:00.000000,926,926,1,FALSE,
12,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-05 00:00:00.000000,1850,1850,1,FALSE,All Other
13,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-06 00:00:00.000000,1124,1124,3,FALSE,
14,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-21 00:00:00.000000,1935,1935,1,TRUE,Shoplifting
15,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-10 00:00:00.000000,1222,1222,1,TRUE,Shoplifting
16,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-21 00:00:00.000000,1812,1812,1,TRUE,Shoplifting
17,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-11 00:00:00.000000,1241,1241,1,TRUE,Shoplifting
18,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-09 00:00:00.000000,1426,1426,1,TRUE,Shoplifting
19,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-17 00:00:00.000000,1700,1700,1,TRUE,Shoplifting
20,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-08 00:00:00.000000,1959,1959,1,FALSE,Shoplifting
21,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-14 00:00:00.000000,1349,1349,3,TRUE,All Other
22,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-10 00:00:00.000000,1610,1610,1,TRUE,Shoplifting
23,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-05 00:00:00.000000,1230,1530,1,FALSE,From Motor Vehicle
24,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-07 00:00:00.000000,1754,1754,1,TRUE,All Other
25,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-11 00:00:00.000000,1900,1900,1,TRUE,Shoplifting
26,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-01 00:00:00.000000,1447,1447,1,FALSE,From Motor Vehicle
27,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-25 00:00:00.000000,1802,1802,1,FALSE,Shoplifting
28,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-08 00:00:00.000000,1537,1537,1,TRUE,Shoplifting
29,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-08 00:00:00.000000,1408,1408,1,TRUE,Shoplifting
30,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-07 00:00:00.000000,1740,1740,1,TRUE,Shoplifting
31,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-19 00:00:00.000000,1727,1727,4,FALSE,All Other
32,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-06 00:00:00.000000,1100,1100,2,FALSE,Motor Vehicle
33,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-06 00:00:00.000000,1430,1430,1,FALSE,Shoplifting
34,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-03 00:00:00.000000,1935,1935,1,FALSE,Shoplifting
35,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-19 00:00:00.000000,1852,1852,1,TRUE,Shoplifting
36,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-05 00:00:00.000000,1604,1604,1,TRUE,Shoplifting
37,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-30 00:00:00.000000,1503,1503,1,FALSE,Shoplifting
38,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-30 00:00:00.000000,1701,1702,1,FALSE,From Motor Vehicle
39,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-24 00:00:00.000000,1200,1200,1,FALSE,All Other
40,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-08-01 00:00:00.000000,1358,1358,3,TRUE,Shoplifting
41,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-31 00:00:00.000000,2239,2239,1,TRUE,All Other
42,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-25 00:00:00.000000,1430,1530,1,FALSE,From Motor Vehicle
43,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-04 00:00:00.000000,1621,1621,1,TRUE,Shoplifting
44,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-03 00:00:00.000000,1710,1710,3,TRUE,Shoplifting
45,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-06 00:00:00.000000,1420,1420,3,TRUE,Shoplifting
46,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-02 00:00:00.000000,1200,1200,1,TRUE,From Building
47,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-01 00:00:00.000000,1447,1447,1,FALSE,From Motor Vehicle
48,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-01 00:00:00.000000,1405,1405,4,TRUE,Purse Snatch
49,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-20 00:00:00.000000,1204,1204,1,TRUE,Shoplifting
50,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-14 00:00:00.000000,2140,2140,1,TRUE,Shoplifting
51,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-17 00:00:00.000000,1730,702,1,FALSE,
52,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-25 00:00:00.000000,1643,1650,1,FALSE,All Other
53,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-25 00:00:00.000000,1815,1823,5,TRUE,
54,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-25 00:00:00.000000,1703,1703,1,TRUE,Shoplifting
55,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-21 00:00:00.000000,1701,1701,1,TRUE,Shoplifting
56,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-22 00:00:00.000000,1246,1246,1,TRUE,Shoplifting
57,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-20 00:00:00.000000,1130,1400,1,FALSE,
58,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-27 00:00:00.000000,1200,1200,1,FALSE,From Building
59,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-15 00:00:00.000000,1241,1241,1,FALSE,Shoplifting
60,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-14 00:00:00.000000,2003,2003,1,TRUE,Shoplifting
61,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-11 00:00:00.000000,1530,1530,1,TRUE,
62,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-11 00:00:00.000000,2208,2208,5,FALSE,
63,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-12 00:00:00.000000,1544,1544,1,FALSE,
64,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-10 00:00:00.000000,1913,1913,1,TRUE,Shoplifting
65,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-10 00:00:00.000000,1525,1525,1,TRUE,Shoplifting
66,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-20 00:00:00.000000,1546,1546,1,TRUE,Shoplifting
67,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-09 00:00:00.000000,1835,1835,1,TRUE,Shoplifting
68,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-10 00:00:00.000000,1317,1317,1,TRUE,Shoplifting
69,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-15 00:00:00.000000,1400,1530,1,FALSE,From Motor Vehicle
70,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-05 00:00:00.000000,1543,1543,1,FALSE,All Other
71,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-17 00:00:00.000000,1125,1125,1,FALSE,Shoplifting
72,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-17 00:00:00.000000,1710,1730,1,FALSE,Shoplifting
73,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-04 00:00:00.000000,1300,1300,3,TRUE,Shoplifting
74,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-01 00:00:00.000000,2130,2131,1,FALSE,Of Bicycle
75,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-02 00:00:00.000000,1330,1630,1,FALSE,From Motor Vehicle
76,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-10 00:00:00.000000,1200,1200,1,TRUE,All Other
77,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-29 00:00:00.000000,1723,2156,1,FALSE,From Motor Vehicle
78,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-02 00:00:00.000000,1720,1948,2,FALSE,Motor Vehicle
79,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-28 00:00:00.000000,2046,2046,3,TRUE,Shoplifting
80,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-03 00:00:00.000000,1945,1945,3,TRUE,Shoplifting
81,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-21 00:00:00.000000,1600,1600,2,FALSE,Motor Vehicle
82,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-02-21 00:00:00.000000,1915,1915,1,TRUE,Shoplifting
83,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-05 00:00:00.000000,1220,1220,1,TRUE,Shoplifting
84,CENTENNIAL DR,StreetName,CENTENNIAL,DR, ,933293.7855,1103275.597,2022-01-14 00:00:00.000000,2100,2100,5,FALSE,All Other
85,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-04 00:00:00.000000,1258,1258,1,FALSE,Shoplifting
86,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-27 00:00:00.000000,1329,1329,1,TRUE,
87,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-10 00:00:00.000000,1157,1157,1,FALSE,All Other
88,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-26 00:00:00.000000,1200,1300,1,FALSE,Shoplifting
89,CENTENNIAL DR,StreetName,CENTENNIAL,DR, ,933293.7855,1103275.597,2022-07-14 00:00:00.000000,1325,1325,5,TRUE,
90,COSTELLO CT,StreetName,COSTELLO,CT, ,933143.1725,1109480.453,2022-03-02 00:00:00.000000,1745,1752,1,FALSE,Unknown
91,CONSERVATION PL,StreetName,CONSERVATION,PL, ,927921.8668,1109305.341,2022-04-13 00:00:00.000000,1015,1100,1,FALSE,From Motor Vehicle
92,,,,, ,0,0,2022-07-15 00:00:00.000000,2230,2230,3,FALSE,
93,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-10 00:00:00.000000,1949,1949,1,TRUE,Shoplifting
94,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-26 00:00:00.000000,1803,1803,1,TRUE,Shoplifting
95,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-24 00:00:00.000000,1750,1750,3,FALSE,Shoplifting
96,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-24 00:00:00.000000,1153,1153,1,TRUE,Shoplifting
97,DUPLI PARK DR,StreetName,DUPLI PARK,DR, ,934076.864,1114179.146,2022-07-15 00:00:00.000000,930,1050,1,FALSE,From Motor Vehicle
98,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-23 00:00:00.000000,1736,1736,1,TRUE,Shoplifting
99,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-19 00:00:00.000000,1830,1830,1,TRUE,All Other
100,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-08 00:00:00.000000,900,1251,1,FALSE,All Other
101,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-15 00:00:00.000000,1840,1840,3,TRUE,Shoplifting
102,COMSTOCK AVE & E COLVIN ST,StreetInt,,, ,941789.6603,1102094.326,2022-07-28 00:00:00.000000,2133,2133,1,TRUE,
103,E FAYETTE ST & WESTMORELAND AVE,StreetInt,,, ,945454.709,1110997.293,2022-08-13 00:00:00.000000,2233,2233,4,FALSE,All Other
104,HARBORSIDE DR,StreetName,HARBORSIDE,DR, ,928961.5754,1118565.421,2022-08-12 00:00:00.000000,1230,1600,2,FALSE,Motor Vehicle
105,HARBORSIDE DR,StreetName,HARBORSIDE,DR, ,928961.5754,1118565.421,2022-04-27 00:00:00.000000,1549,1549,1,TRUE,
106,HARBORSIDE DR,StreetName,HARBORSIDE,DR, ,928961.5754,1118565.421,2022-02-19 00:00:00.000000,1205,1400,1,FALSE,From Motor Vehicle
107,HARBORSIDE DR,StreetName,HARBORSIDE,DR, ,928961.5754,1118565.421,2022-06-15 00:00:00.000000,1600,1640,1,FALSE,From Motor Vehicle
108,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-05-26 00:00:00.000000,1836,1836,1,TRUE,Shoplifting
109,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-20 00:00:00.000000,1659,1659,1,FALSE,
110,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-15 00:00:00.000000,1732,1732,1,TRUE,Shoplifting
111,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-02 00:00:00.000000,1942,1942,3,TRUE,Shoplifting
112,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-09 00:00:00.000000,1515,2010,2,FALSE,Motor Vehicle
113,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-07 00:00:00.000000,1244,1244,1,TRUE,
114,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-29 00:00:00.000000,1431,1431,1,FALSE,All Other
115,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-04 00:00:00.000000,1645,1645,1,TRUE,All Other
116,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-29 00:00:00.000000,1130,1130,1,TRUE,Shoplifting
117,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-02 00:00:00.000000,1600,1634,5,FALSE,
118,CENTENNIAL DR,StreetName,CENTENNIAL,DR, ,933293.7855,1103275.597,2022-01-12 00:00:00.000000,1331,1331,5,FALSE,
119,N GEDDES ST & RICHMOND AVE,StreetInt,,, ,930499.9948,1111624.036,2022-07-08 00:00:00.000000,1705,1705,5,TRUE,
120,IRVING AVE & E GENESEE ST,StreetInt,,, ,939314.2467,1110507.905,2022-03-19 00:00:00.000000,148,148,5,FALSE,
121,OAKDALE CT,StreetName,OAKDALE,CT, ,934115.7094,1095731.53,2022-01-08 00:00:00.000000,306,306,3,FALSE,From Building
122,,,,, ,0,0,2022-02-09 00:00:00.000000,0,430,1,FALSE,From Motor Vehicle
123,,,,, ,0,0,2022-03-11 00:00:00.000000,1330,1330,1,FALSE,All Other
124,,,,, ,0,0,2022-07-06 00:00:00.000000,1700,630,3,FALSE,From Building
125,,,,, ,0,0,2022-01-25 00:00:00.000000,2100,700,2,FALSE,Motor Vehicle
126,N CLINTON ST,StreetName,CLINTON,ST, ,933712.4642,1115887.943,2022-06-04 00:00:00.000000,2200,2216,5,FALSE,
127,,,,, ,0,0,2022-03-05 00:00:00.000000,1415,1625,3,FALSE,
128,,,,, ,0,0,2022-05-31 00:00:00.000000,257,257,1,FALSE,From Motor Vehicle
129,STONE CT,StreetName,STONE,CT, ,932965.4719,1110063.159,2022-06-28 00:00:00.000000,2320,2320,6,FALSE,
130,SCHOENECK CT,StreetName,SCHOENECK,CT, ,932736.4028,1109995.041,2022-07-07 00:00:00.000000,1841,1841,5,FALSE,
131,STONE CT,StreetName,STONE,CT, ,932965.4719,1110063.159,2022-06-28 00:00:00.000000,900,942,3,FALSE,
132,,,,, ,0,0,2022-05-26 00:00:00.000000,2353,2353,5,FALSE,
133,,,,, ,0,0,2022-03-22 00:00:00.000000,1329,1400,1,FALSE,
134,GIFFORD ST,StreetName,GIFFORD,ST, ,932765.8375,1109124.205,2022-08-09 00:00:00.000000,0,2147,1,FALSE,All Other
135,W BEARD AVE & LANDON AVE,StreetInt,,, ,936597.1502,1103037.749,2022-02-17 00:00:00.000000,2040,2040,4,FALSE,All Other
136,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-27 00:00:00.000000,1430,1500,2,FALSE,Motor Vehicle
137,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-04 00:00:00.000000,1412,1412,1,TRUE,Shoplifting
138,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-03 00:00:00.000000,1632,1632,1,TRUE,Shoplifting
139,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-06 00:00:00.000000,1328,1328,3,TRUE,
140,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-02 00:00:00.000000,1958,1958,1,TRUE,Shoplifting
141,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-21 00:00:00.000000,1500,1500,1,FALSE,Shoplifting
142,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-01 00:00:00.000000,1610,1610,1,TRUE,Shoplifting
143,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-27 00:00:00.000000,1947,1151,3,FALSE,Shoplifting
144,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-06 00:00:00.000000,1359,1359,1,FALSE,Shoplifting
145,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-07-02 00:00:00.000000,1556,1556,1,TRUE,
146,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-28 00:00:00.000000,1835,1835,1,TRUE,Shoplifting
147,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-24 00:00:00.000000,1300,1300,1,FALSE,From Motor Vehicle
148,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-28 00:00:00.000000,1124,1124,1,FALSE,From Building
149,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-25 00:00:00.000000,1330,1400,1,FALSE,Shoplifting
150,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-22 00:00:00.000000,1114,1114,1,FALSE,Shoplifting
151,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-22 00:00:00.000000,1700,1730,1,FALSE,All Other
152,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-23 00:00:00.000000,1904,1904,1,TRUE,Shoplifting
153,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-23 00:00:00.000000,1249,1249,1,TRUE,Shoplifting
154,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-15 00:00:00.000000,1748,1748,1,TRUE,Shoplifting
155,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-22 00:00:00.000000,1600,1600,1,TRUE,
156,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-15 00:00:00.000000,1748,1748,1,FALSE,Shoplifting
157,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-26 00:00:00.000000,1526,1526,1,TRUE,
158,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-26 00:00:00.000000,1621,1621,1,FALSE,Shoplifting
159,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-26 00:00:00.000000,1620,1620,1,FALSE,Shoplifting
160,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-26 00:00:00.000000,1620,1620,1,TRUE,Shoplifting
161,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-26 00:00:00.000000,1620,1620,1,FALSE,Shoplifting
162,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-04-18 00:00:00.000000,1820,1820,1,FALSE,Shoplifting
163,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-03-24 00:00:00.000000,1630,1630,1,TRUE,All Other
164,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-06-23 00:00:00.000000,1432,1432,1,TRUE,Shoplifting
165,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-18 00:00:00.000000,1445,1500,1,FALSE,All Other
166,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-16 00:00:00.000000,1900,2300,1,FALSE,From Motor Vehicle
167,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-05 00:00:00.000000,1715,1845,1,FALSE,From Motor Vehicle
168,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-08-10 00:00:00.000000,2300,455,5,TRUE,All Other
169,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-10 00:00:00.000000,1716,1716,1,TRUE,Shoplifting
170,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-05 00:00:00.000000,1744,1744,1,TRUE,From Motor Vehicle
171,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-03 00:00:00.000000,1830,1930,1,FALSE,From Motor Vehicle
172,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-08-05 00:00:00.000000,1900,1900,1,TRUE,Shoplifting
173,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-07 00:00:00.000000,1849,1849,1,TRUE,
174,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-07 00:00:00.000000,1805,1805,1,FALSE,Of MV Parts/Accessories
175,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-08-13 00:00:00.000000,1325,1325,1,FALSE,Shoplifting
176,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-08-04 00:00:00.000000,1350,1359,5,FALSE,
177,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-02 00:00:00.000000,1945,2200,3,TRUE,From Building
178,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-14 00:00:00.000000,1841,1841,1,TRUE,Shoplifting
179,"1 DESTINY USA, 13204",PointAddress,DESTINY USA,, ,929661.2488,1118108.17,2022-01-12 00:00:00.000000,1815,1815,1,FALSE,All Other
