id,address,address_type,street,street_type,street_dir,x,y,report_date,time_start,time_end,crime_type_id,arrested,l1_code
821,"300 COLERIDGE, 13204",PointAddress,COLERIDGE,, ,926905.4567,1109198.991,2022-06-30 00:00:00.000000,900,800,1,FALSE,All Other
822,"300 COMSTOCK, 13244",PointAddress,COMSTOCK,, ,941020.0871,1109365.671,2022-04-21 00:00:00.000000,620,635,3,FALSE,From Building
823,"300 COLERIDGE, 13204",PointAddress,COLERIDGE,, ,926905.4567,1109198.991,2022-05-16 00:00:00.000000,550,550,3,FALSE,From Building
824,100 SEWARD ST,StreetAddress,SEWARD,ST, ,937532.9661,1114705.492,2022-01-22 00:00:00.000000,400,900,2,FALSE,Motor Vehicle
825,100 SEWARD ST,StreetAddress,SEWARD,ST, ,937532.9661,1114705.492,2022-05-15 00:00:00.000000,1530,1530,5,FALSE,
826,"300 COMSTOCK, 13244",PointAddress,COMSTOCK,, ,941020.0871,1109365.671,2022-01-03 00:00:00.000000,1330,1400,3,FALSE,From Building
827,"300 COMSTOCK, 13244",PointAddress,COMSTOCK,, ,941020.0871,1109365.671,2022-04-28 00:00:00.000000,2015,715,1,FALSE,From Motor Vehicle
828,"300 COMSTOCK, 13244",PointAddress,COMSTOCK,, ,941020.0871,1109365.671,2022-05-14 00:00:00.000000,710,724,1,FALSE,From Motor Vehicle
829,"300 COOLIDGE, 13207",PointAddress,COOLIDGE,, ,932413.911,1104843.519,2022-07-25 00:00:00.000000,1126,1126,2,FALSE,Motor Vehicle
830,100 SEYMOUR ST,StreetAddress,SEYMOUR,ST, ,934789.7965,1108920.502,2022-06-24 00:00:00.000000,155,155,3,FALSE,
831,100 SEYMOUR ST,StreetAddress,SEYMOUR,ST, ,934789.7965,1108920.502,2022-03-01 00:00:00.000000,1000,1000,3,FALSE,All Other
832,"300 COOLIDGE, 13207",PointAddress,COOLIDGE,, ,932413.911,1104843.519,2022-07-21 00:00:00.000000,1721,1721,5,FALSE,All Other
833,"300 COOLIDGE, 13207",PointAddress,COOLIDGE,, ,932413.911,1104843.519,2022-06-18 00:00:00.000000,1340,1340,1,FALSE,All Other
834,"300 COOLIDGE, 13207",PointAddress,COOLIDGE,, ,932413.911,1104843.519,2022-08-08 00:00:00.000000,2130,955,2,FALSE,Motor Vehicle
835,"300 COOLIDGE, 13207",PointAddress,COOLIDGE,, ,932413.911,1104843.519,2022-05-08 00:00:00.000000,55,55,5,FALSE,
836,"300 COOLIDGE, 13207",PointAddress,COOLIDGE,, ,932413.911,1104843.519,2022-03-09 00:00:00.000000,30,30,4,TRUE,From Motor Vehicle
837,100 SEYMOUR ST,StreetAddress,SEYMOUR,ST, ,934789.7965,1108920.502,2022-06-24 00:00:00.000000,2317,2317,3,TRUE,From Building
838,100 SEYMOUR ST,StreetAddress,SEYMOUR,ST, ,934789.7965,1108920.502,2022-07-03 00:00:00.000000,800,1100,3,FALSE,From Building
839,100 SEYMOUR ST,StreetAddress,SEYMOUR,ST, ,934789.7965,1108920.502,2022-06-17 00:00:00.000000,1200,1900,1,FALSE,All Other
840,100 SHONNARD ST,StreetAddress,SHONNARD,ST, ,934015.6088,1108576.948,2022-05-16 00:00:00.000000,845,600,3,FALSE,From Building
841,100 SEYMOUR ST,StreetAddress,SEYMOUR,ST, ,934789.7965,1108920.502,2022-06-18 00:00:00.000000,530,530,5,FALSE,
842,100 SHONNARD ST,StreetAddress,SHONNARD,ST, ,934015.6088,1108576.948,2022-05-19 00:00:00.000000,2200,750,3,FALSE,
843,"300 EUCLID, 13210",PointAddress,EUCLID,, ,941962.7542,1106566.185,2022-05-19 00:00:00.000000,400,800,3,FALSE,From Building
844,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-04-28 00:00:00.000000,1922,1922,5,TRUE,
845,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-04-25 00:00:00.000000,2020,2020,1,FALSE,From Building
846,100 SHONNARD ST,StreetAddress,SHONNARD,ST, ,934015.6088,1108576.948,2022-01-03 00:00:00.000000,1040,1040,4,FALSE,All Other
847,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-07-15 00:00:00.000000,1330,1330,1,FALSE,All Other
848,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-06-29 00:00:00.000000,1002,1002,1,TRUE,Shoplifting
849,100 S MIDLER AVE,StreetAddress,MIDLER,AVE, ,947928.8593,1118518.496,2022-05-25 00:00:00.000000,1210,1210,1,TRUE,From Building
850,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-06-08 00:00:00.000000,1851,1851,1,FALSE,From Building
851,"300 GARFIELD, 13205",PointAddress,GARFIELD,, ,938142.4028,1103682.17,2022-01-15 00:00:00.000000,1800,1800,2,FALSE,Motor Vehicle
852,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-08-08 00:00:00.000000,1854,1854,1,FALSE,All Other
853,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-03-20 00:00:00.000000,1845,1850,1,FALSE,Shoplifting
854,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-01-27 00:00:00.000000,1435,1435,1,TRUE,Shoplifting
855,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-01-10 00:00:00.000000,1011,1011,1,FALSE,Shoplifting
856,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-05-22 00:00:00.000000,1302,1309,1,FALSE,Shoplifting
857,,,,, ,0,0,2022-08-10 00:00:00.000000,1841,1841,1,FALSE,Of Bicycle
858,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-07-29 00:00:00.000000,1106,1106,1,FALSE,All Other
859,,,,, ,0,0,2022-07-16 00:00:00.000000,1400,1400,1,FALSE,Motor Vehicle
860,100 SIMON DR,StreetAddress,SIMON,DR, ,948362.3138,1113690.725,2022-04-28 00:00:00.000000,2300,2310,1,FALSE,All Other
861,"300 GLENWOOD, 13207",PointAddress,GLENWOOD,, ,931898.1187,1100655.428,2022-04-07 00:00:00.000000,1940,1940,5,TRUE,
862,,,,, ,0,0,2022-05-28 00:00:00.000000,512,514,1,FALSE,Of Bicycle
863,,,,, ,0,0,2022-07-16 00:00:00.000000,1330,1450,1,FALSE,Of Bicycle
864,,,,, ,0,0,2022-01-24 00:00:00.000000,1915,2200,1,FALSE,From Building
865,,,,, ,0,0,2022-01-25 00:00:00.000000,2108,1730,1,FALSE,From Building
866,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-05-20 00:00:00.000000,1144,1144,1,TRUE,
867,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-03-17 00:00:00.000000,2200,1530,1,TRUE,Of MV Parts/Accessories
868,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-05-22 00:00:00.000000,1000,1000,1,FALSE,All Other
869,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-06-13 00:00:00.000000,1620,1623,5,FALSE,
870,"300 HAWLEY, 13203",PointAddress,HAWLEY,, ,938214.046,1112709.674,2022-04-29 00:00:00.000000,1946,1946,1,FALSE,All Other
871,"300 HAWLEY, 13203",PointAddress,HAWLEY,, ,938214.046,1112709.674,2022-06-21 00:00:00.000000,930,1030,2,TRUE,Motor Vehicle
872,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-07-19 00:00:00.000000,2137,2137,5,TRUE,
873,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-02-18 00:00:00.000000,2030,700,2,FALSE,
874,"300 HAWLEY, 13203",PointAddress,HAWLEY,, ,938214.046,1112709.674,2022-01-17 00:00:00.000000,108,108,3,TRUE,
875,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-04-18 00:00:00.000000,2051,2051,5,TRUE,
876,"300 HAWLEY, 13203",PointAddress,HAWLEY,, ,938214.046,1112709.674,2022-02-28 00:00:00.000000,1200,800,3,FALSE,All Other
877,100 SOLAR ST,StreetAddress,SOLAR,ST, ,934012.1748,1114018.798,2022-01-10 00:00:00.000000,1245,1245,1,FALSE,All Other
878,100 LAFAYETTE RD,StreetAddress,LAFAYETTE,RD, ,941665.5009,1093872.694,2022-04-10 00:00:00.000000,630,630,4,FALSE,Motor Vehicle
879,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-07-26 00:00:00.000000,106,106,1,FALSE,Motor Vehicle
880,100 SOUTH AVE,StreetAddress,SOUTH,AVE, ,933605.3073,1107652.698,2022-07-19 00:00:00.000000,118,118,1,FALSE,From Motor Vehicle
881,100 STADIUM PL,StreetAddress,STADIUM,PL, ,938852.8405,1107071.514,2022-07-26 00:00:00.000000,2224,2224,4,TRUE,From Motor Vehicle
882,100 ST LOUIS AVE,StreetAddress,ST LOUIS,AVE, ,934395.272,1096702.224,2022-02-02 00:00:00.000000,300,800,2,FALSE,
883,100 STANDART ST,StreetAddress,STANDART,ST, ,938241.0042,1106047.5,2022-04-16 00:00:00.000000,327,330,1,FALSE,From Motor Vehicle
884,100 STANDART ST,StreetAddress,STANDART,ST, ,938241.0042,1106047.5,2022-04-10 00:00:00.000000,159,159,1,FALSE,Of MV Parts/Accessories
885,"300 HIGHLAND, 13203",PointAddress,HIGHLAND,, ,938694.3573,1114909.95,2022-02-01 00:00:00.000000,557,557,3,FALSE,From Building
886,"300 HIGHLAND, 13203",PointAddress,HIGHLAND,, ,938694.3573,1114909.95,2022-01-21 00:00:00.000000,2350,2350,1,FALSE,From Motor Vehicle
887,100 STATE FAIR BLVD,StreetAddress,STATE FAIR,BLVD, ,927953.0791,1112502.164,2022-03-15 00:00:00.000000,835,835,3,TRUE,
888,100 STATE FAIR BLVD,StreetAddress,STATE FAIR,BLVD, ,927953.0791,1112502.164,2022-05-18 00:00:00.000000,730,1700,3,FALSE,
889,100 STATE FAIR BLVD,StreetAddress,STATE FAIR,BLVD, ,927953.0791,1112502.164,2022-04-30 00:00:00.000000,1800,1800,2,TRUE,Motor Vehicle
890,"300 HILLSDALE, 13206",PointAddress,HILLSDALE,, ,947058.3576,1116700.783,2022-05-15 00:00:00.000000,1850,1852,1,FALSE,Of Bicycle
891,"300 MILDRED, 13206",PointAddress,MILDRED,, ,943958.0741,1118891.054,2022-08-09 00:00:00.000000,2233,2233,4,FALSE,Motor Vehicle
892,100 STEUBEN ST,StreetAddress,STEUBEN,ST, ,935466.4226,1117207.976,2022-04-01 00:00:00.000000,1130,1130,1,FALSE,From Coin Operated Machine/Device
893,"300 MIDLAND, 13202",PointAddress,MIDLAND,, ,934382.1013,1107254.547,2022-04-12 00:00:00.000000,1937,1937,3,FALSE,
894,"300 MILDRED, 13206",PointAddress,MILDRED,, ,943958.0741,1118891.054,2022-04-20 00:00:00.000000,930,1234,3,FALSE,All Other
895,"300 MOUNTAINVIEW, 13224",PointAddress,MOUNTAINVIEW,, ,949380.7045,1111865.853,2022-07-31 00:00:00.000000,2109,2109,4,FALSE,Motor Vehicle
896,"300 MOUNTAINVIEW, 13224",PointAddress,MOUNTAINVIEW,, ,949380.7045,1111865.853,2022-07-27 00:00:00.000000,2345,2345,4,FALSE,Motor Vehicle
897,"300 MOUNTAINVIEW, 13224",PointAddress,MOUNTAINVIEW,, ,949380.7045,1111865.853,2022-05-11 00:00:00.000000,1624,1624,1,FALSE,All Other
898,"300 N EDWARDS, 13206",PointAddress,EDWARDS,, ,947592.2588,1120305.511,2022-02-02 00:00:00.000000,139,143,1,FALSE,From Motor Vehicle
899,"300 N LOWELL, 13204",PointAddress,LOWELL,, ,927071.1158,1111797.692,2022-03-20 00:00:00.000000,120,808,1,FALSE,From Motor Vehicle
900,"300 N EDWARDS, 13206",PointAddress,EDWARDS,, ,947592.2588,1120305.511,2022-05-15 00:00:00.000000,1953,1953,2,FALSE,Motor Vehicle
901,100 STEUBEN ST,StreetAddress,STEUBEN,ST, ,935466.4226,1117207.976,2022-02-20 00:00:00.000000,0,1100,1,FALSE,From Building
902,"300 N MIDLER, 13206",PointAddress,MIDLER,, ,947998.4619,1120340.626,2022-07-21 00:00:00.000000,1936,1936,5,TRUE,
903,"300 N MIDLER, 13206",PointAddress,MIDLER,, ,947998.4619,1120340.626,2022-05-03 00:00:00.000000,2001,2001,4,TRUE,All Other
904,"300 N MIDLER, 13206",PointAddress,MIDLER,, ,947998.4619,1120340.626,2022-01-31 00:00:00.000000,1700,1000,3,FALSE,From Building
905,100 STEUBEN ST,StreetAddress,STEUBEN,ST, ,935466.4226,1117207.976,2022-03-05 00:00:00.000000,653,653,1,FALSE,From Motor Vehicle
906,100 STEUBEN ST,StreetAddress,STEUBEN,ST, ,935466.4226,1117207.976,2022-04-13 00:00:00.000000,350,354,5,TRUE,
907,"300 N MIDLER, 13206",PointAddress,MIDLER,, ,947998.4619,1120340.626,2022-05-09 00:00:00.000000,900,1017,3,TRUE,All Other
908,"300 N MIDLER, 13206",PointAddress,MIDLER,, ,947998.4619,1120340.626,2022-01-13 00:00:00.000000,1800,715,1,FALSE,From Motor Vehicle
909,100 STEVENS PL,StreetAddress,STEVENS,PL, ,939713.9493,1100320.75,2022-03-30 00:00:00.000000,1100,1130,2,FALSE,Motor Vehicle
910,100 STEVENS PL,StreetAddress,STEVENS,PL, ,939713.9493,1100320.75,2022-03-30 00:00:00.000000,1720,1725,1,FALSE,All Other
911,"300 RENWICK, 13210",PointAddress,RENWICK,, ,938635.6542,1108486.985,2022-05-31 00:00:00.000000,1314,1314,1,FALSE,From Motor Vehicle
912,100 STEWART CT,StreetAddress,STEWART,CT, ,937869.6885,1108375.928,2022-05-31 00:00:00.000000,1030,1045,1,FALSE,From Motor Vehicle
913,100 STEWART CT,StreetAddress,STEWART,CT, ,937869.6885,1108375.928,2022-05-28 00:00:00.000000,415,416,4,TRUE,All Other
914,100 STEWART CT,StreetAddress,STEWART,CT, ,937869.6885,1108375.928,2022-08-02 00:00:00.000000,29,29,5,FALSE,
915,100 STEWART CT,StreetAddress,STEWART,CT, ,937869.6885,1108375.928,2022-03-11 00:00:00.000000,1100,813,1,FALSE,All Other
916,"300 ONONDAGA, 13207",PointAddress,ONONDAGA,, ,932028.7849,1104864.559,2022-05-02 00:00:00.000000,259,259,3,FALSE,From Building
917,100 STRAND PL,StreetAddress,STRAND,PL, ,936335.8618,1117215.751,2022-04-25 00:00:00.000000,17,17,5,TRUE,
918,100 STRONG AVE,StreetAddress,STRONG,AVE, ,944563.1642,1107594.718,2022-06-28 00:00:00.000000,2230,845,2,FALSE,Motor Vehicle
919,100 STRONG AVE,StreetAddress,STRONG,AVE, ,944563.1642,1107594.718,2022-06-22 00:00:00.000000,2200,700,3,FALSE,From Building
920,100 STEUBEN ST,StreetAddress,STEUBEN,ST, ,935466.4226,1117207.976,2022-04-29 00:00:00.000000,0,2359,1,FALSE,All Other
921,100 SWANSEA DR,StreetAddress,SWANSEA,DR, ,943842.5632,1119336.053,2022-04-24 00:00:00.000000,421,421,3,FALSE,From Building
922,100 SWANSEA DR,StreetAddress,SWANSEA,DR, ,943842.5632,1119336.053,2022-08-10 00:00:00.000000,400,400,3,FALSE,
923,100 SWANSEA DR,StreetAddress,SWANSEA,DR, ,943842.5632,1119336.053,2022-08-13 00:00:00.000000,1242,1242,1,FALSE,All Other
924,100 SYRACUSE ST,StreetAddress,SYRACUSE,ST, ,928753.6646,1110655.231,2022-06-20 00:00:00.000000,2200,200,3,FALSE,From Building
925,100 TAFT AVE,StreetAddress,TAFT,AVE, ,945435.9927,1119853.561,2022-03-20 00:00:00.000000,1600,1500,1,FALSE,All Other
926,100 TAFT AVE,StreetAddress,TAFT,AVE, ,945435.9927,1119853.561,2022-02-08 00:00:00.000000,300,330,1,FALSE,From Motor Vehicle
927,,,,, ,0,0,2022-07-03 00:00:00.000000,900,920,3,FALSE,From Building
928,"300 RENWICK, 13210",PointAddress,RENWICK,, ,938635.6542,1108486.985,2022-07-22 00:00:00.000000,1230,1230,1,FALSE,All Other
929,100 TRINITY PL,StreetAddress,TRINITY,PL, ,943655.4061,1107950.998,2022-06-28 00:00:00.000000,1900,800,1,FALSE,Of Bicycle
930,"300 N MIDLER, 13206",PointAddress,MIDLER,, ,947998.4619,1120340.626,2022-06-14 00:00:00.000000,643,643,1,FALSE,All Other
931,100 TWIN HILLS DR,StreetAddress,TWIN HILLS,DR, ,929447.1317,1102661.641,2022-07-10 00:00:00.000000,326,326,1,FALSE,From Motor Vehicle
932,100 TYLER CT,StreetAddress,TYLER,CT, ,937875.7389,1108934.455,2022-01-02 00:00:00.000000,0,0,1,FALSE,All Other
933,100 TYLER CT,StreetAddress,TYLER,CT, ,937875.7389,1108934.455,2022-05-14 00:00:00.000000,128,128,4,FALSE,All Other
934,100 TYLER CT,StreetAddress,TYLER,CT, ,937875.7389,1108934.455,2022-05-26 00:00:00.000000,1200,1200,3,FALSE,All Other
935,100 UNION AVE,StreetAddress,UNION,AVE, ,936245.3407,1113667.576,2022-02-24 00:00:00.000000,1000,1130,1,FALSE,From Building
936,100 VALE ST,StreetAddress,VALE,ST, ,934355.7048,1099376.658,2022-07-31 00:00:00.000000,1200,0,1,FALSE,All Other
937,100 VICTORIA PL,StreetAddress,VICTORIA,PL, ,944285.6255,1108201.755,2022-08-06 00:00:00.000000,1645,1700,1,FALSE,From Motor Vehicle
938,100 VILLAGE DR,StreetAddress,VILLAGE,DR, ,944502.2135,1119218.022,2022-05-12 00:00:00.000000,700,1026,1,FALSE,From Motor Vehicle
939,100 VILLAGE DR,StreetAddress,VILLAGE,DR, ,944502.2135,1119218.022,2022-05-16 00:00:00.000000,150,150,1,FALSE,Pocket Picking
940,"300 S LOWELL, 13204",PointAddress,LOWELL,, ,927827.8471,1110259.618,2022-02-14 00:00:00.000000,430,430,3,FALSE,
941,100 W BISSELL ST,StreetAddress,BISSELL,ST, ,933693.0303,1102798.75,2022-07-14 00:00:00.000000,930,936,5,TRUE,
942,"300 S LOWELL, 13204",PointAddress,LOWELL,, ,927827.8471,1110259.618,2022-01-03 00:00:00.000000,2232,2232,4,TRUE,All Other
943,100 SMITH LN,StreetAddress,SMITH,LN, ,939626.4891,1101486.75,2022-04-20 00:00:00.000000,830,840,1,TRUE,
944,100 W ADAMS ST,StreetAddress,ADAMS,ST, ,935612.1599,1108981.98,2022-06-16 00:00:00.000000,1045,700,1,FALSE,From Motor Vehicle
945,100 W BORDEN AVE,StreetAddress,BORDEN,AVE, ,937016.083,1103558.824,2022-01-02 00:00:00.000000,900,900,3,FALSE,All Other
946,100 W BORDEN AVE,StreetAddress,BORDEN,AVE, ,937016.083,1103558.824,2022-06-14 00:00:00.000000,1830,1830,2,FALSE,Motor Vehicle
947,100 W CALTHROP AVE,StreetAddress,CALTHROP,AVE, ,938434.9885,1099315.89,2022-08-04 00:00:00.000000,900,1000,2,FALSE,Motor Vehicle
948,"300 SHERWOOD, 13203",PointAddress,SHERWOOD,, ,942727.5198,1114131.246,2022-02-15 00:00:00.000000,1831,1831,1,FALSE,All Other
949,100 W CALTHROP AVE,StreetAddress,CALTHROP,AVE, ,938434.9885,1099315.89,2022-01-04 00:00:00.000000,1053,1400,3,FALSE,
950,100 W CORNING AVE,StreetAddress,CORNING,AVE, ,938181.8487,1100269.868,2022-07-23 00:00:00.000000,100,600,3,FALSE,From Building
951,"300 STOLP, 13207",PointAddress,STOLP,, ,930863.8536,1104425.801,2022-04-06 00:00:00.000000,1603,1603,1,FALSE,All Other
952,100 W CORNING AVE,StreetAddress,CORNING,AVE, ,938181.8487,1100269.868,2022-05-09 00:00:00.000000,2253,2253,5,TRUE,
953,"300 TENNYSON, 13204",PointAddress,TENNYSON,, ,927141.8204,1110338.343,2022-01-28 00:00:00.000000,230,600,1,FALSE,All Other
954,100 W COLVIN ST,StreetAddress,COLVIN,ST, ,937313.011,1102699.626,2022-08-07 00:00:00.000000,2015,1000,2,FALSE,Motor Vehicle
955,"300 TENNYSON, 13204",PointAddress,TENNYSON,, ,927141.8204,1110338.343,2022-05-21 00:00:00.000000,200,200,3,FALSE,From Building
956,100 W BISSELL ST,StreetAddress,BISSELL,ST, ,933693.0303,1102798.75,2022-06-14 00:00:00.000000,2256,2256,1,FALSE,All Other
957,100 W CORNING AVE,StreetAddress,CORNING,AVE, ,938181.8487,1100269.868,2022-03-03 00:00:00.000000,1730,1730,2,FALSE,Motor Vehicle
958,100 W DIVISION ST,StreetAddress,DIVISION,ST, ,934549.7582,1115086.438,2022-01-17 00:00:00.000000,1600,1600,1,FALSE,Of Bicycle
959,"300 UNIVERSITY, 13210",PointAddress,UNIVERSITY,, ,940065.222,1110889.129,2022-07-11 00:00:00.000000,915,1513,1,FALSE,Of Bicycle
960,"300 UNIVERSITY, 13210",PointAddress,UNIVERSITY,, ,940065.222,1110889.129,2022-06-06 00:00:00.000000,2030,600,1,FALSE,From Motor Vehicle
961,"300 UNIVERSITY, 13210",PointAddress,UNIVERSITY,, ,940065.222,1110889.129,2022-06-06 00:00:00.000000,2100,703,1,FALSE,All Other
962,100 W JEFFERSON ST,StreetAddress,JEFFERSON,ST, ,935419.9066,1110549.139,2022-03-06 00:00:00.000000,240,240,1,FALSE,
963,100 W FAYETTE ST,StreetAddress,FAYETTE,ST, ,935420.3074,1111145.947,2022-04-07 00:00:00.000000,1835,730,1,FALSE,From Motor Vehicle
964,100 W JEFFERSON ST,StreetAddress,JEFFERSON,ST, ,935419.9066,1110549.139,2022-06-10 00:00:00.000000,1400,1040,1,FALSE,Of Bicycle
965,100 W GENESEE ST,StreetAddress,GENESEE,ST, ,935427.4998,1112087.405,2022-07-17 00:00:00.000000,344,344,5,FALSE,
966,100 W KENNEDY ST,StreetAddress,KENNEDY,ST, ,936656.0476,1104571.18,2022-06-02 00:00:00.000000,1,1100,1,FALSE,All Other
967,100 W KENNEDY ST,StreetAddress,KENNEDY,ST, ,936656.0476,1104571.18,2022-05-09 00:00:00.000000,1126,1141,1,FALSE,From Motor Vehicle
968,100 W LAFAYETTE AVE,StreetAddress,LAFAYETTE,AVE, ,938074.5019,1100571.365,2022-07-31 00:00:00.000000,53,53,4,TRUE,All Other
969,100 W LYNHURST AVE,StreetAddress,LYNHURST,AVE, ,938454.7367,1098987.926,2022-03-01 00:00:00.000000,415,415,4,FALSE,All Other
970,100 W LAFAYETTE AVE,StreetAddress,LAFAYETTE,AVE, ,938074.5019,1100571.365,2022-03-28 00:00:00.000000,1553,1553,1,FALSE,All Other
971,100 W LAFAYETTE AVE,StreetAddress,LAFAYETTE,AVE, ,938074.5019,1100571.365,2022-03-15 00:00:00.000000,1711,1945,1,FALSE,From Motor Vehicle
972,100 W PLEASANT AVE,StreetAddress,PLEASANT,AVE, ,938372.9351,1099687.568,2022-06-29 00:00:00.000000,100,500,3,FALSE,
973,100 W ONONDAGA ST,StreetAddress,ONONDAGA,ST, ,935410.3616,1109534.932,2022-05-12 00:00:00.000000,1302,1302,1,TRUE,All Other
974,"300 W OSTRANDER, 13205",PointAddress,OSTRANDER,, ,936543.6727,1098494.406,2022-06-28 00:00:00.000000,1036,1036,5,TRUE,
975,"300 WAINWRIGHT, 13208",PointAddress,WAINWRIGHT,, ,940426.8389,1121515.704,2022-04-16 00:00:00.000000,309,309,1,FALSE,From Motor Vehicle
976,"300 WHITTIER, 13204",PointAddress,WHITTIER,, ,927371.6215,1109824.449,2022-06-12 00:00:00.000000,42,42,1,FALSE,All Other
977,"300 WHITTIER, 13204",PointAddress,WHITTIER,, ,927371.6215,1109824.449,2022-05-13 00:00:00.000000,130,700,2,FALSE,From Motor Vehicle
978,"300 WOODRUFF, 13203",PointAddress,WOODRUFF,, ,939294.9984,1119341.432,2022-05-25 00:00:00.000000,1700,2130,3,FALSE,
979,"3000 MIDLAND, 13205",PointAddress,MIDLAND,, ,936634.5445,1097448.497,2022-04-13 00:00:00.000000,1021,1021,5,TRUE,
980,"3200 MIDLAND, 13205",PointAddress,MIDLAND,, ,936710.5553,1096484.517,2022-07-12 00:00:00.000000,135,135,3,FALSE,From Building
981,100 W SENECA TPKE,StreetAddress,SENECA,TPKE, ,938052.849,1093672.655,2022-01-17 00:00:00.000000,1031,1031,1,FALSE,All Other
982,"3600 MIDLAND, 13205",PointAddress,MIDLAND,, ,936761.2653,1095294.073,2022-07-14 00:00:00.000000,500,600,1,FALSE,From Motor Vehicle
983,100 STRONG AVE,StreetAddress,STRONG,AVE, ,944563.1642,1107594.718,2022-03-15 00:00:00.000000,350,450,1,FALSE,From Motor Vehicle
984,100 W SENECA TPKE,StreetAddress,SENECA,TPKE, ,938052.849,1093672.655,2022-03-16 00:00:00.000000,1130,1130,1,FALSE,All Other
985,100 W SENECA TPKE,StreetAddress,SENECA,TPKE, ,938052.849,1093672.655,2022-02-05 00:00:00.000000,0,0,1,FALSE,All Other
986,100 W TAYLOR ST,StreetAddress,TAYLOR,ST, ,935974.8237,1107664.471,2022-07-13 00:00:00.000000,800,1050,1,FALSE,
987,"400 BURDICK, 13208",PointAddress,BURDICK,, ,934371.3213,1121657.893,2022-07-04 00:00:00.000000,1730,1730,1,FALSE,All Other
988,"400 BURDICK, 13208",PointAddress,BURDICK,, ,934371.3213,1121657.893,2022-05-21 00:00:00.000000,1805,1805,5,FALSE,
989,"400 BURNET, 13203",PointAddress,BURNET,, ,938206.1494,1112381.611,2022-01-03 00:00:00.000000,2200,1545,3,FALSE,From Building
990,100 WALL ST,StreetAddress,WALL,ST, ,929879.2517,1111033.684,2022-03-03 00:00:00.000000,1530,1536,3,TRUE,From Building
991,100 W WATER ST,StreetAddress,WATER,ST, ,935427.8174,1111818.617,2022-05-19 00:00:00.000000,115,1159,1,FALSE,All Other
992,100 WALRATH RD,StreetAddress,WALRATH,RD, ,938225.391,1097263.963,2022-02-15 00:00:00.000000,1618,1618,5,FALSE,
993,"400 COMSTOCK, 13244",PointAddress,COMSTOCK,, ,941214.7831,1108730.359,2022-07-18 00:00:00.000000,400,445,3,FALSE,From Building
994,"400 COMSTOCK, 13244",PointAddress,COMSTOCK,, ,941214.7831,1108730.359,2022-04-09 00:00:00.000000,1,1600,1,FALSE,All Other
995,100 W LAFAYETTE AVE,StreetAddress,LAFAYETTE,AVE, ,938074.5019,1100571.365,2022-08-02 00:00:00.000000,3,3,4,FALSE,From Motor Vehicle
996,100 WALRATH RD,StreetAddress,WALRATH,RD, ,938225.391,1097263.963,2022-03-23 00:00:00.000000,1400,1420,5,TRUE,
997,"400 COMSTOCK, 13244",PointAddress,COMSTOCK,, ,941214.7831,1108730.359,2022-04-08 00:00:00.000000,1409,1409,1,TRUE,All Other
998,"400 COMSTOCK, 13244",PointAddress,COMSTOCK,, ,941214.7831,1108730.359,2022-07-20 00:00:00.000000,346,346,3,FALSE,
999,100 WALRATH RD,StreetAddress,WALRATH,RD, ,938225.391,1097263.963,2022-04-22 00:00:00.000000,2338,2338,5,TRUE,
1000,100 WALRATH RD,StreetAddress,WALRATH,RD, ,938225.391,1097263.963,2022-03-02 00:00:00.000000,1445,1455,5,FALSE,
1001,100 WALTON ST,StreetAddress,WALTON,ST, ,935063.435,1110875.399,2022-03-02 00:00:00.000000,1300,1300,1,TRUE,All Other
1002,100 WALTON ST,StreetAddress,WALTON,ST, ,935063.435,1110875.399,2022-02-17 00:00:00.000000,324,324,4,TRUE,
1003,"400 DURSTON, 13203",PointAddress,DURSTON,, ,942133.137,1118379.18,2022-07-24 00:00:00.000000,1800,2300,2,FALSE,Motor Vehicle
